"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2007","Italy","Reporting country","Total","Females","Number",":",""
"2007","Italy","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Italy","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Italy","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Italy","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Italy","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Italy","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Italy","Reporting country","65 years or over","Total","Number",":",""
"2007","Italy","Reporting country","65 years or over","Males","Number",":",""
"2007","Italy","Reporting country","65 years or over","Females","Number",":",""
"2007","Italy","Foreign country","Total","Total","Number",":",""
"2007","Italy","Foreign country","Total","Males","Number",":",""
"2007","Italy","Foreign country","Total","Females","Number",":",""
"2007","Italy","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Italy","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Italy","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Italy","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Italy","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Italy","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Italy","Foreign country","65 years or over","Total","Number",":",""
"2007","Italy","Foreign country","65 years or over","Males","Number",":",""
"2007","Italy","Foreign country","65 years or over","Females","Number",":",""
"2007","Cyprus","Total","Total","Total","Number","778 684",""
"2007","Cyprus","Total","Total","Males","Number",":",""
"2007","Cyprus","Total","Total","Females","Number",":",""
"2007","Cyprus","Total","Less than 15 years","Total","Number",":",""
"2007","Cyprus","Total","Less than 15 years","Males","Number",":",""
"2007","Cyprus","Total","Less than 15 years","Females","Number",":",""
"2007","Cyprus","Total","From 15 to 64 years","Total","Number",":",""
"2007","Cyprus","Total","From 15 to 64 years","Males","Number",":",""
"2007","Cyprus","Total","From 15 to 64 years","Females","Number",":",""
"2007","Cyprus","Total","65 years or over","Total","Number",":",""
"2007","Cyprus","Total","65 years or over","Males","Number",":",""
"2007","Cyprus","Total","65 years or over","Females","Number",":",""
"2007","Cyprus","Reporting country","Total","Total","Number",":",""
"2007","Cyprus","Reporting country","Total","Males","Number",":",""
"2007","Cyprus","Reporting country","Total","Females","Number",":",""
"2007","Cyprus","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Cyprus","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Cyprus","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Cyprus","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Cyprus","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Cyprus","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Cyprus","Reporting country","65 years or over","Total","Number",":",""
"2007","Cyprus","Reporting country","65 years or over","Males","Number",":",""
"2007","Cyprus","Reporting country","65 years or over","Females","Number",":",""
"2007","Cyprus","Foreign country","Total","Total","Number",":",""
"2007","Cyprus","Foreign country","Total","Males","Number",":",""
"2007","Cyprus","Foreign country","Total","Females","Number",":",""
"2007","Cyprus","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Cyprus","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Cyprus","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Cyprus","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Cyprus","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Cyprus","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Cyprus","Foreign country","65 years or over","Total","Number",":",""
"2007","Cyprus","Foreign country","65 years or over","Males","Number",":",""
"2007","Cyprus","Foreign country","65 years or over","Females","Number",":",""
"2007","Latvia","Total","Total","Total","Number","2 281 305",""
"2007","Latvia","Total","Total","Males","Number","1 051 034",""
"2007","Latvia","Total","Total","Females","Number","1 230 271",""
"2007","Latvia","Total","Less than 15 years","Total","Number","318 463",""
"2007","Latvia","Total","Less than 15 years","Males","Number","162 879",""
"2007","Latvia","Total","Less than 15 years","Females","Number","155 584",""
"2007","Latvia","Total","From 15 to 64 years","Total","Number",":",""
"2007","Latvia","Total","From 15 to 64 years","Males","Number",":",""
"2007","Latvia","Total","From 15 to 64 years","Females","Number",":",""
"2007","Latvia","Total","65 years or over","Total","Number","389 961",""
"2007","Latvia","Total","65 years or over","Males","Number","127 542",""
"2007","Latvia","Total","65 years or over","Females","Number","262 419",""
"2007","Latvia","Reporting country","Total","Total","Number",":",""
"2007","Latvia","Reporting country","Total","Males","Number",":",""
"2007","Latvia","Reporting country","Total","Females","Number",":",""
"2007","Latvia","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Latvia","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Latvia","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Latvia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Latvia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Latvia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Latvia","Reporting country","65 years or over","Total","Number",":",""
"2007","Latvia","Reporting country","65 years or over","Males","Number",":",""
"2007","Latvia","Reporting country","65 years or over","Females","Number",":",""
"2007","Latvia","Foreign country","Total","Total","Number",":",""
"2007","Latvia","Foreign country","Total","Males","Number",":",""
"2007","Latvia","Foreign country","Total","Females","Number",":",""
"2007","Latvia","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Latvia","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Latvia","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Latvia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Latvia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Latvia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Latvia","Foreign country","65 years or over","Total","Number",":",""
"2007","Latvia","Foreign country","65 years or over","Males","Number",":",""
"2007","Latvia","Foreign country","65 years or over","Females","Number",":",""
"2007","Lithuania","Total","Total","Total","Number","3 249 983",""
"2007","Lithuania","Total","Total","Males","Number","1 506 794",""
"2007","Lithuania","Total","Total","Females","Number","1 743 189",""
"2007","Lithuania","Total","Less than 15 years","Total","Number","520 716",""
"2007","Lithuania","Total","Less than 15 years","Males","Number","266 904",""
"2007","Lithuania","Total","Less than 15 years","Females","Number","253 812",""
"2007","Lithuania","Total","From 15 to 64 years","Total","Number","2 188 192",""
"2007","Lithuania","Total","From 15 to 64 years","Males","Number","1 054 340",""
"2007","Lithuania","Total","From 15 to 64 years","Females","Number","1 133 852",""
"2007","Lithuania","Total","65 years or over","Total","Number","541 075",""
"2007","Lithuania","Total","65 years or over","Males","Number","185 550",""
"2007","Lithuania","Total","65 years or over","Females","Number","355 525",""
"2007","Lithuania","Reporting country","Total","Total","Number","3 064 436",""
"2007","Lithuania","Reporting country","Total","Males","Number","1 421 926",""
"2007","Lithuania","Reporting country","Total","Females","Number","1 642 510",""
"2007","Lithuania","Reporting country","Less than 15 years","Total","Number","513 297",""
"2007","Lithuania","Reporting country","Less than 15 years","Males","Number","262 691",""
"2007","Lithuania","Reporting country","Less than 15 years","Females","Number","250 606",""
"2007","Lithuania","Reporting country","From 15 to 64 years","Total","Number","2 065 024",""
"2007","Lithuania","Reporting country","From 15 to 64 years","Males","Number","993 420",""
"2007","Lithuania","Reporting country","From 15 to 64 years","Females","Number","1 071 604",""
"2007","Lithuania","Reporting country","65 years or over","Total","Number","486 115",""
"2007","Lithuania","Reporting country","65 years or over","Males","Number","165 815",""
"2007","Lithuania","Reporting country","65 years or over","Females","Number","320 300",""
"2007","Lithuania","Foreign country","Total","Total","Number","184 703",""
"2007","Lithuania","Foreign country","Total","Males","Number","84 253",""
"2007","Lithuania","Foreign country","Total","Females","Number","100 450",""
"2007","Lithuania","Foreign country","Less than 15 years","Total","Number","6 950",""
"2007","Lithuania","Foreign country","Less than 15 years","Males","Number","3 823",""
"2007","Lithuania","Foreign country","Less than 15 years","Females","Number","3 127",""
"2007","Lithuania","Foreign country","From 15 to 64 years","Total","Number","122 844",""
"2007","Lithuania","Foreign country","From 15 to 64 years","Males","Number","60 695",""
"2007","Lithuania","Foreign country","From 15 to 64 years","Females","Number","62 149",""
"2007","Lithuania","Foreign country","65 years or over","Total","Number","54 909",""
"2007","Lithuania","Foreign country","65 years or over","Males","Number","19 735",""
"2007","Lithuania","Foreign country","65 years or over","Females","Number","35 174",""
"2007","Luxembourg","Total","Total","Total","Number","476 187","e"
"2007","Luxembourg","Total","Total","Males","Number","235 792",""
"2007","Luxembourg","Total","Total","Females","Number","240 395",""
"2007","Luxembourg","Total","Less than 15 years","Total","Number","87 273",""
"2007","Luxembourg","Total","Less than 15 years","Males","Number","44 830",""
"2007","Luxembourg","Total","Less than 15 years","Females","Number","42 443",""
"2007","Luxembourg","Total","From 15 to 64 years","Total","Number",":",""
"2007","Luxembourg","Total","From 15 to 64 years","Males","Number",":",""
"2007","Luxembourg","Total","From 15 to 64 years","Females","Number",":",""
"2007","Luxembourg","Total","65 years or over","Total","Number","66 829",""
"2007","Luxembourg","Total","65 years or over","Males","Number","27 766",""
"2007","Luxembourg","Total","65 years or over","Females","Number","39 063",""
"2007","Luxembourg","Reporting country","Total","Total","Number",":",""
