"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2010","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Greece","Total","Age reached during the year","Total","Number","Total","62 041","b"
"2010","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Spain","Total","Age reached during the year","Total","Number","Total","403 377",""
"2010","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","47 345",""
"2010","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","340 243",""
"2010","Spain","Total","Age reached during the year","65 years or over","Number","Total","15 792",""
"2010","France","Total","Age reached during the year","Total","Number","Total","269 531","b"
"2010","France","Total","Age reached during the year","Less than 15 years","Number","Total","19 215","b"
"2010","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","230 008","b"
"2010","France","Total","Age reached during the year","65 years or over","Number","Total","20 308","b"
"2010","Croatia","Total","Age reached during the year","Total","Number","Total","13 017",""
"2010","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Croatia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Italy","Total","Age reached during the year","Total","Number","Total","78 771",""
"2010","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","13 107",""
"2010","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","61 383",""
"2010","Italy","Total","Age reached during the year","65 years or over","Number","Total","4 281",""
"2010","Cyprus","Total","Age reached during the year","Total","Number","Total","4 293",""
"2010","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","517",""
"2010","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 584",""
"2010","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","192",""
"2010","Latvia","Total","Age reached during the year","Total","Number","Total","39 651",""
"2010","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","5 764",""
"2010","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","33 080",""
"2010","Latvia","Total","Age reached during the year","65 years or over","Number","Total","807",""
"2010","Lithuania","Total","Age reached during the year","Total","Number","Total","83 157",""
"2010","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Lithuania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Luxembourg","Total","Age reached during the year","Total","Number","Total","9 302",""
"2010","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Hungary","Total","Age reached during the year","Total","Number","Total","13 365","b"
"2010","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","330","b"
"2010","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","12 582","b"
"2010","Hungary","Total","Age reached during the year","65 years or over","Number","Total","453","b"
"2010","Malta","Total","Age reached during the year","Total","Number","Total","4 201",""
"2010","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Netherlands","Total","Age reached during the year","Total","Number","Total","95 970",""
"2010","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","13 910",""
"2010","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","79 375",""
"2010","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","2 685",""
"2010","Austria","Total","Age reached during the year","Total","Number","Total","51 651",""
"2010","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Poland","Total","Age reached during the year","Total","Number","Total","218 126",""
"2010","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","29 891",""
"2010","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","180 602",""
"2010","Poland","Total","Age reached during the year","65 years or over","Number","Total","7 633",""
"2010","Portugal","Total","Age reached during the year","Total","Number","Total","23 760",""
"2010","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","4 190",""
"2010","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","19 570",""
"2010","Portugal","Total","Age reached during the year","65 years or over","Number","Total","0",""
"2010","Romania","Total","Age reached during the year","Total","Number","Total","197 985",""
"2010","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Slovenia","Total","Age reached during the year","Total","Number","Total","15 937",""
"2010","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Slovakia","Total","Age reached during the year","Total","Number","Total","1 889",""
"2010","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Slovakia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Finland","Total","Age reached during the year","Total","Number","Total","11 905",""
"2010","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","1 825",""
"2010","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","9 735",""
"2010","Finland","Total","Age reached during the year","65 years or over","Number","Total","345",""
"2010","Sweden","Total","Age reached during the year","Total","Number","Total","48 853",""
"2010","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","7 445",""
"2010","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","39 774",""
"2010","Sweden","Total","Age reached during the year","65 years or over","Number","Total","1 634",""
"2010","Iceland","Total","Age reached during the year","Total","Number","Total","5 459",""
"2010","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
