"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2010","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2010","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2010","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2010","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Belgium","Total","Age reached during the year","Total","Number","Total","84 148","b"
"2011","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Belgium","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Czechia","Total","Age reached during the year","Total","Number","Total","55 910","b"
"2011","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","4 665",""
"2011","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","50 599",""
"2011","Czechia","Total","Age reached during the year","65 years or over","Number","Total","646",""
"2011","Denmark","Total","Age reached during the year","Total","Number","Total","41 593",""
"2011","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","5 101",""
"2011","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","35 608",""
"2011","Denmark","Total","Age reached during the year","65 years or over","Number","Total","884",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","249 045",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","32 874",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","201 645",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","14 526",""
"2011","Estonia","Total","Age reached during the year","Total","Number","Total","6 214",""
"2011","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","951",""
"2011","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","5 123",""
"2011","Estonia","Total","Age reached during the year","65 years or over","Number","Total","140",""
"2011","Ireland","Total","Age reached during the year","Total","Number","Total","83 049","b"
"2011","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","Total","Number","Total","92 404",""
"2011","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Spain","Total","Age reached during the year","Total","Number","Total","409 034",""
"2011","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","48 829",""
"2011","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","345 130",""
"2011","Spain","Total","Age reached during the year","65 years or over","Number","Total","15 075",""
"2011","France","Total","Age reached during the year","Total","Number","Total","291 594",""
"2011","France","Total","Age reached during the year","Less than 15 years","Number","Total","14 136",""
"2011","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","251 767",""
"2011","France","Total","Age reached during the year","65 years or over","Number","Total","25 691",""
"2011","Croatia","Total","Age reached during the year","Total","Number","Total","12 699",""
"2011","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Italy","Total","Age reached during the year","Total","Number","Total","82 461",""
"2011","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","13 214",""
"2011","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","64 188",""
"2011","Italy","Total","Age reached during the year","65 years or over","Number","Total","5 059",""
"2011","Cyprus","Total","Age reached during the year","Total","Number","Total","4 895",""
"2011","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","640",""
"2011","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","4 127",""
"2011","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","128",""
"2011","Latvia","Total","Age reached during the year","Total","Number","Total","30 311",""
"2011","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","4 156",""
"2011","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","25 140",""
"2011","Latvia","Total","Age reached during the year","65 years or over","Number","Total","1 015",""
"2011","Lithuania","Total","Age reached during the year","Total","Number","Total","53 863",""
"2011","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","Total","Number","Total","9 264",""
"2011","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Hungary","Total","Age reached during the year","Total","Number","Total","15 100",""
"2011","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","264",""
"2011","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 713",""
"2011","Hungary","Total","Age reached during the year","65 years or over","Number","Total","123",""
"2011","Malta","Total","Age reached during the year","Total","Number","Total","3 806",""
"2011","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Netherlands","Total","Age reached during the year","Total","Number","Total","104 201",""
"2011","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","14 249",""
"2011","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","86 819",""
"2011","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 133",""
"2011","Austria","Total","Age reached during the year","Total","Number","Total","51 197",""
"2011","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Poland","Total","Age reached during the year","Total","Number","Total","265 798",""
"2011","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","39 404",""
"2011","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","216 707",""
"2011","Poland","Total","Age reached during the year","65 years or over","Number","Total","9 687",""
"2011","Portugal","Total","Age reached during the year","Total","Number","Total","43 998",""
"2011","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","10 482",""
"2011","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","32 963",""
"2011","Portugal","Total","Age reached during the year","65 years or over","Number","Total","553",""
"2011","Romania","Total","Age reached during the year","Total","Number","Total","195 551",""
"2011","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","Total","Number","Total","12 024",""
"2011","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","Total","Number","Total","1 863",""
"2011","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Finland","Total","Age reached during the year","Total","Number","Total","12 660",""
"2011","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","1 937",""
"2011","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","10 373",""
"2011","Finland","Total","Age reached during the year","65 years or over","Number","Total","350",""
"2011","Sweden","Total","Age reached during the year","Total","Number","Total","51 179",""
"2011","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","7 965",""
"2011","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","41 556",""
"2011","Sweden","Total","Age reached during the year","65 years or over","Number","Total","1 658",""
"2011","Iceland","Total","Age reached during the year","Total","Number","Total","4 812",""
"2011","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total","1 055",""
"2011","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 730",""
"2011","Iceland","Total","Age reached during the year","65 years or over","Number","Total","27",""
"2011","Liechtenstein","Total","Age reached during the year","Total","Number","Total","467",""
"2011","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","69",""
"2011","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","371",""
"2011","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","27",""
"2011","Norway","Total","Age reached during the year","Total","Number","Total","20 349",""
"2011","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","3 677",""
"2011","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","15 955",""
"2011","Norway","Total","Age reached during the year","65 years or over","Number","Total","717",""
"2011","Switzerland","Total","Age reached during the year","Total","Number","Total","96 494","b"
"2011","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","12 334","b"
"2011","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","79 732","b"
"2011","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","4 428","b"
"2011","United Kingdom","Total","Age reached during the year","Total","Number","Total","350 703",""
"2011","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","North Macedonia","Total","Age reached during the year","Total","Number","Total","1 290",""
"2011","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","81",""
"2011","North Macedonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","1 118",""
"2011","North Macedonia","Total","Age reached during the year","65 years or over","Number","Total","91",""
"2011","Belarus","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Belarus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Belarus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Belarus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Moldova","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Russia","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Russia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","San Marino","Total","Age reached during the year","Total","Number","Total",":",""
"2011","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Belgium","Total","Age reached during the year","Total","Number","Total","93 600",""
"2012","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Belgium","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Bulgaria","Total","Age reached during the year","Total","Number","Total","16 615","bp"
"2012","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Czechia","Total","Age reached during the year","Total","Number","Total","46 106",""
"2012","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","4 187",""
"2012","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","41 476",""
"2012","Czechia","Total","Age reached during the year","65 years or over","Number","Total","443",""
"2012","Denmark","Total","Age reached during the year","Total","Number","Total","43 663",""
"2012","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","4 951",""
"2012","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","37 975",""
"2012","Denmark","Total","Age reached during the year","65 years or over","Number","Total","737",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","240 001",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","30 157",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","195 161",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","14 683",""
"2012","Estonia","Total","Age reached during the year","Total","Number","Total","6 321",""
"2012","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","1 339",""
"2012","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","4 809",""
"2012","Estonia","Total","Age reached during the year","65 years or over","Number","Total","173",""
"2012","Ireland","Total","Age reached during the year","Total","Number","Total","81 797",""
"2012","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Greece","Total","Age reached during the year","Total","Number","Total","124 694",""
"2012","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Spain","Total","Age reached during the year","Total","Number","Total","446 606",""
"2012","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","53 693",""
"2012","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","376 534",""
"2012","Spain","Total","Age reached during the year","65 years or over","Number","Total","16 383",""
"2012","France","Total","Age reached during the year","Total","Number","Total","255 922",""
"2012","France","Total","Age reached during the year","Less than 15 years","Number","Total","12 329",""
"2012","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","227 469",""
"2012","France","Total","Age reached during the year","65 years or over","Number","Total","16 124",""
"2012","Croatia","Total","Age reached during the year","Total","Number","Total","12 877",""
"2012","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Croatia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Italy","Total","Age reached during the year","Total","Number","Total","106 216",""
"2012","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","14 667",""
"2012","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","84 592",""
"2012","Italy","Total","Age reached during the year","65 years or over","Number","Total","6 957",""
"2012","Cyprus","Total","Age reached during the year","Total","Number","Total","18 105",""
"2012","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","2 225",""
"2012","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","15 194",""
"2012","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","686",""
"2012","Latvia","Total","Age reached during the year","Total","Number","Total","25 163",""
"2012","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","3 593",""
"2012","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","20 691",""
"2012","Latvia","Total","Age reached during the year","65 years or over","Number","Total","879",""
"2012","Lithuania","Total","Age reached during the year","Total","Number","Total","41 100",""
"2012","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Lithuania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Luxembourg","Total","Age reached during the year","Total","Number","Total","10 442",""
"2012","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Hungary","Total","Age reached during the year","Total","Number","Total","22 880",""
"2012","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","575",""
"2012","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","21 716",""
"2012","Hungary","Total","Age reached during the year","65 years or over","Number","Total","589",""
"2012","Malta","Total","Age reached during the year","Total","Number","Total","4 005",""
"2012","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Netherlands","Total","Age reached during the year","Total","Number","Total","110 431",""
"2012","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","15 263",""
"2012","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","91 788",""
"2012","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 380",""
"2012","Austria","Total","Age reached during the year","Total","Number","Total","51 812",""
"2012","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Poland","Total","Age reached during the year","Total","Number","Total","275 603",""
"2012","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","41 496",""
"2012","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","224 739",""
"2012","Poland","Total","Age reached during the year","65 years or over","Number","Total","9 368",""
"2012","Portugal","Total","Age reached during the year","Total","Number","Total","51 958",""
"2012","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","2 843",""
"2012","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","48 605",""
"2012","Portugal","Total","Age reached during the year","65 years or over","Number","Total","510",""
"2012","Romania","Total","Age reached during the year","Total","Number","Total","170 186",""
"2012","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Slovenia","Total","Age reached during the year","Total","Number","Total","14 378",""
"2012","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Slovakia","Total","Age reached during the year","Total","Number","Total","2 003",""
"2012","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Slovakia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Finland","Total","Age reached during the year","Total","Number","Total","13 845",""
"2012","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","2 062",""
"2012","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","11 361",""
"2012","Finland","Total","Age reached during the year","65 years or over","Number","Total","422",""
"2012","Sweden","Total","Age reached during the year","Total","Number","Total","51 747",""
"2012","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","8 231",""
"2012","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","41 730",""
"2012","Sweden","Total","Age reached during the year","65 years or over","Number","Total","1 786",""
"2012","Iceland","Total","Age reached during the year","Total","Number","Total","4 758",""
"2012","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total","1 023",""
"2012","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 689",""
"2012","Iceland","Total","Age reached during the year","65 years or over","Number","Total","46",""
"2012","Liechtenstein","Total","Age reached during the year","Total","Number","Total","439",""
"2012","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","53",""
"2012","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","368",""
"2012","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","18",""
"2012","Norway","Total","Age reached during the year","Total","Number","Total","22 693",""
"2012","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","3 997",""
"2012","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","17 960",""
"2012","Norway","Total","Age reached during the year","65 years or over","Number","Total","736",""
"2012","Switzerland","Total","Age reached during the year","Total","Number","Total","103 881",""
"2012","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","13 466",""
"2012","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","85 567",""
"2012","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","4 848",""
"2012","United Kingdom","Total","Age reached during the year","Total","Number","Total","321 217",""
"2012","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","North Macedonia","Total","Age reached during the year","Total","Number","Total","1 415",""
"2012","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","43",""
"2012","North Macedonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","1 195",""
"2012","North Macedonia","Total","Age reached during the year","65 years or over","Number","Total","177",""
"2012","Belarus","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Belarus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Belarus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Belarus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Moldova","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Russia","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Russia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","San Marino","Total","Age reached during the year","Total","Number","Total",":",""
"2012","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2012","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2012","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2012","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2012","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Belgium","Total","Age reached during the year","Total","Number","Total","102 657",""
"2013","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total","14 165",""
"2013","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total","83 809",""
"2013","Belgium","Total","Age reached during the year","65 years or over","Number","Total","4 683",""
"2013","Bulgaria","Total","Age reached during the year","Total","Number","Total","19 678","p"
"2013","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total","1 747",""
"2013","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total","16 888",""
"2013","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total","1 043",""
"2013","Czechia","Total","Age reached during the year","Total","Number","Total","25 894","b"
"2013","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","2 060",""
"2013","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","23 067",""
"2013","Czechia","Total","Age reached during the year","65 years or over","Number","Total","767",""
"2013","Denmark","Total","Age reached during the year","Total","Number","Total","43 310",""
