"TIME","GEO","AGE","AGEDEF","UNIT","Value","Flag and Footnotes"
"1989","San Marino","Total","Age in completed years","Number",":",""
"1989","Turkey","Total","Age in completed years","Number",":",""
"1989","Ukraine","Total","Age in completed years","Number",":",""
"1989","United Kingdom","Total","Age in completed years","Number","1.79131",""
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1990","Andorra","Total","Age in completed years","Number",":",""
"1990","Albania","Total","Age in completed years","Number",":",""
"1990","Armenia","Total","Age in completed years","Number",":",""
"1990","Austria","Total","Age in completed years","Number","1.45769",""
"1990","Azerbaijan","Total","Age in completed years","Number",":",""
"1990","Belgium","Total","Age in completed years","Number","1.62122",""
"1990","Bulgaria","Total","Age in completed years","Number","1.81504",""
"1990","Belarus","Total","Age in completed years","Number",":",""
"1990","Switzerland","Total","Age in completed years","Number","1.57826",""
"1990","Cyprus","Total","Age in completed years","Number","2.40816",""
"1990","Czechia","Total","Age in completed years","Number","1.90025",""
"1990","Germany including former GDR","Total","Age in completed years","Number",":",""
"1990","Denmark","Total","Age in completed years","Number","1.66748",""
"1990","Estonia","Total","Age in completed years","Number","2.04960",""
"1990","Greece","Total","Age in completed years","Number","1.38899",""
"1990","Spain","Total","Age in completed years","Number","1.36027",""
"1990","Finland","Total","Age in completed years","Number","1.78248",""
"1990","France","Total","Age in completed years","Number",":",""
"1990","Georgia","Total","Age in completed years","Number",":",""
"1990","Croatia","Total","Age in completed years","Number",":",""
"1990","Hungary","Total","Age in completed years","Number","1.86671",""
"1990","Ireland","Total","Age in completed years","Number","2.11117",""
"1990","Iceland","Total","Age in completed years","Number","2.30307",""
"1990","Italy","Total","Age in completed years","Number","1.33430",""
"1990","Liechtenstein","Total","Age in completed years","Number",":",""
"1990","Lithuania","Total","Age in completed years","Number","2.02631",""
"1990","Luxembourg","Total","Age in completed years","Number","1.59840",""
"1990","Latvia","Total","Age in completed years","Number",":",""
"1990","Moldova","Total","Age in completed years","Number",":",""
"1990","Montenegro","Total","Age in completed years","Number",":",""
"1990","North Macedonia","Total","Age in completed years","Number",":",""
"1990","Malta","Total","Age in completed years","Number","2.04022",""
"1990","Netherlands","Total","Age in completed years","Number","1.61740",""
"1990","Norway","Total","Age in completed years","Number","1.93163",""
"1990","Poland","Total","Age in completed years","Number","2.05981",""
"1990","Portugal","Total","Age in completed years","Number","1.55649",""
"1990","Romania","Total","Age in completed years","Number","1.83011",""
"1990","Serbia","Total","Age in completed years","Number",":",""
"1990","Russia","Total","Age in completed years","Number",":",""
"1990","Sweden","Total","Age in completed years","Number","2.13116",""
"1990","Slovenia","Total","Age in completed years","Number","1.46309",""
"1990","Slovakia","Total","Age in completed years","Number","2.08581",""
"1990","San Marino","Total","Age in completed years","Number",":",""
"1990","Turkey","Total","Age in completed years","Number",":",""
"1990","Ukraine","Total","Age in completed years","Number",":",""
"1990","United Kingdom","Total","Age in completed years","Number","1.83382",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1991","Andorra","Total","Age in completed years","Number",":",""
"1991","Albania","Total","Age in completed years","Number",":",""
"1991","Armenia","Total","Age in completed years","Number",":",""
"1991","Austria","Total","Age in completed years","Number","1.50742",""
"1991","Azerbaijan","Total","Age in completed years","Number",":",""
"1991","Belgium","Total","Age in completed years","Number","1.65642",""
"1991","Bulgaria","Total","Age in completed years","Number","1.65936",""
"1991","Belarus","Total","Age in completed years","Number",":",""
"1991","Switzerland","Total","Age in completed years","Number","1.58293",""
"1991","Cyprus","Total","Age in completed years","Number","2.31980",""
"1991","Czechia","Total","Age in completed years","Number","1.86046",""
"1991","Germany including former GDR","Total","Age in completed years","Number",":",""
"1991","Denmark","Total","Age in completed years","Number","1.68280",""
"1991","Estonia","Total","Age in completed years","Number","1.80384",""
"1991","Greece","Total","Age in completed years","Number","1.36660",""
"1991","Spain","Total","Age in completed years","Number","1.32666",""
"1991","Finland","Total","Age in completed years","Number","1.79391",""
"1991","France","Total","Age in completed years","Number",":",""
"1991","Georgia","Total","Age in completed years","Number",":",""
"1991","Croatia","Total","Age in completed years","Number",":",""
"1991","Hungary","Total","Age in completed years","Number","1.87349",""
"1991","Ireland","Total","Age in completed years","Number","2.07780",""
"1991","Iceland","Total","Age in completed years","Number","2.18359",""
"1991","Italy","Total","Age in completed years","Number","1.30225",""
"1991","Liechtenstein","Total","Age in completed years","Number",":",""
"1991","Lithuania","Total","Age in completed years","Number","2.00680",""
"1991","Luxembourg","Total","Age in completed years","Number","1.60490",""
"1991","Latvia","Total","Age in completed years","Number",":",""
"1991","Moldova","Total","Age in completed years","Number",":",""
"1991","Montenegro","Total","Age in completed years","Number",":",""
"1991","North Macedonia","Total","Age in completed years","Number",":",""
"1991","Malta","Total","Age in completed years","Number","1.99484",""
"1991","Netherlands","Total","Age in completed years","Number","1.61209",""
"1991","Norway","Total","Age in completed years","Number","1.91816",""
"1991","Poland","Total","Age in completed years","Number","2.07218",""
"1991","Portugal","Total","Age in completed years","Number","1.56165",""
"1991","Romania","Total","Age in completed years","Number","1.59367",""
"1991","Serbia","Total","Age in completed years","Number",":",""
"1991","Russia","Total","Age in completed years","Number",":",""
"1991","Sweden","Total","Age in completed years","Number","2.11232",""
"1991","Slovenia","Total","Age in completed years","Number","1.42271",""
"1991","Slovakia","Total","Age in completed years","Number","2.04509",""
"1991","San Marino","Total","Age in completed years","Number",":",""
"1991","Turkey","Total","Age in completed years","Number",":",""
"1991","Ukraine","Total","Age in completed years","Number",":",""
"1991","United Kingdom","Total","Age in completed years","Number","1.81782",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1992","Andorra","Total","Age in completed years","Number",":",""
"1992","Albania","Total","Age in completed years","Number",":",""
"1992","Armenia","Total","Age in completed years","Number",":",""
"1992","Austria","Total","Age in completed years","Number","1.50504",""
"1992","Azerbaijan","Total","Age in completed years","Number",":",""
"1992","Belgium","Total","Age in completed years","Number","1.64901",""
"1992","Bulgaria","Total","Age in completed years","Number","1.54631",""
"1992","Belarus","Total","Age in completed years","Number",":",""
"1992","Switzerland","Total","Age in completed years","Number","1.57669",""
"1992","Cyprus","Total","Age in completed years","Number","2.47561",""
"1992","Czechia","Total","Age in completed years","Number","1.71413",""
"1992","Germany including former GDR","Total","Age in completed years","Number",":",""
"1992","Denmark","Total","Age in completed years","Number","1.76333",""
"1992","Estonia","Total","Age in completed years","Number","1.71003",""
"1992","Greece","Total","Age in completed years","Number","1.36357",""
"1992","Spain","Total","Age in completed years","Number","1.31045",""
"1992","Finland","Total","Age in completed years","Number","1.84675",""
"1992","France","Total","Age in completed years","Number",":",""
"1992","Georgia","Total","Age in completed years","Number",":",""
"1992","Croatia","Total","Age in completed years","Number",":",""
"1992","Hungary","Total","Age in completed years","Number","1.77341",""
"1992","Ireland","Total","Age in completed years","Number","1.99095",""
"1992","Iceland","Total","Age in completed years","Number","2.21245",""
"1992","Italy","Total","Age in completed years","Number","1.30022",""
"1992","Liechtenstein","Total","Age in completed years","Number",":",""
"1992","Lithuania","Total","Age in completed years","Number","1.96837",""
"1992","Luxembourg","Total","Age in completed years","Number","1.64462",""
"1992","Latvia","Total","Age in completed years","Number",":",""
"1992","Moldova","Total","Age in completed years","Number",":",""
"1992","Montenegro","Total","Age in completed years","Number",":",""
"1992","North Macedonia","Total","Age in completed years","Number",":",""
"1992","Malta","Total","Age in completed years","Number","2.06653",""
"1992","Netherlands","Total","Age in completed years","Number","1.58745",""
"1992","Norway","Total","Age in completed years","Number","1.88480",""
"1992","Poland","Total","Age in completed years","Number","1.95256",""
"1992","Portugal","Total","Age in completed years","Number","1.53852",""
"1992","Romania","Total","Age in completed years","Number","1.51222",""
"1992","Serbia","Total","Age in completed years","Number",":",""
"1992","Russia","Total","Age in completed years","Number",":",""
"1992","Sweden","Total","Age in completed years","Number","2.08615",""
"1992","Slovenia","Total","Age in completed years","Number","1.33345",""
"1992","Slovakia","Total","Age in completed years","Number","1.92981",""
"1992","San Marino","Total","Age in completed years","Number",":",""
"1992","Turkey","Total","Age in completed years","Number",":",""
"1992","Ukraine","Total","Age in completed years","Number",":",""
"1992","United Kingdom","Total","Age in completed years","Number","1.79477",""
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1993","Andorra","Total","Age in completed years","Number",":",""
"1993","Albania","Total","Age in completed years","Number",":",""
"1993","Armenia","Total","Age in completed years","Number",":",""
"1993","Austria","Total","Age in completed years","Number","1.50113",""
"1993","Azerbaijan","Total","Age in completed years","Number",":",""
"1993","Belgium","Total","Age in completed years","Number","1.60644",""
"1993","Bulgaria","Total","Age in completed years","Number","1.46116",""
"1993","Belarus","Total","Age in completed years","Number",":",""
"1993","Switzerland","Total","Age in completed years","Number","1.50876",""
"1993","Cyprus","Total","Age in completed years","Number","2.23792",""
"1993","Czechia","Total","Age in completed years","Number","1.66530",""
"1993","Germany including former GDR","Total","Age in completed years","Number",":",""
"1993","Denmark","Total","Age in completed years","Number","1.74868",""
"1993","Estonia","Total","Age in completed years","Number","1.49000",""
"1993","Greece","Total","Age in completed years","Number","1.31669",""
"1993","Spain","Total","Age in completed years","Number","1.25636",""
"1993","Finland","Total","Age in completed years","Number","1.81306",""
"1993","France","Total","Age in completed years","Number",":",""
"1993","Georgia","Total","Age in completed years","Number",":",""
"1993","Croatia","Total","Age in completed years","Number",":",""
"1993","Hungary","Total","Age in completed years","Number","1.68416",""
"1993","Ireland","Total","Age in completed years","Number","1.90402",""
"1993","Iceland","Total","Age in completed years","Number","2.22250",""
"1993","Italy","Total","Age in completed years","Number","1.25202",""
"1993","Liechtenstein","Total","Age in completed years","Number",":",""
"1993","Lithuania","Total","Age in completed years","Number","1.73858",""
"1993","Luxembourg","Total","Age in completed years","Number","1.70351",""
"1993","Latvia","Total","Age in completed years","Number",":",""
"1993","Moldova","Total","Age in completed years","Number",":",""
"1993","Montenegro","Total","Age in completed years","Number",":",""
"1993","North Macedonia","Total","Age in completed years","Number",":",""
"1993","Malta","Total","Age in completed years","Number","1.95510",""
"1993","Netherlands","Total","Age in completed years","Number","1.57241",""
"1993","Norway","Total","Age in completed years","Number","1.86030",""
"1993","Poland","Total","Age in completed years","Number","1.86685",""
"1993","Portugal","Total","Age in completed years","Number","1.51730",""
"1993","Romania","Total","Age in completed years","Number","1.43387",""
"1993","Serbia","Total","Age in completed years","Number",":",""
"1993","Russia","Total","Age in completed years","Number",":",""
"1993","Sweden","Total","Age in completed years","Number","1.99315",""
"1993","Slovenia","Total","Age in completed years","Number","1.33347",""
"1993","Slovakia","Total","Age in completed years","Number","1.87148",""
"1993","San Marino","Total","Age in completed years","Number",":",""
"1993","Turkey","Total","Age in completed years","Number",":",""
"1993","Ukraine","Total","Age in completed years","Number",":",""
"1993","United Kingdom","Total","Age in completed years","Number","1.75803",""
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1994","Andorra","Total","Age in completed years","Number",":",""
"1994","Albania","Total","Age in completed years","Number",":",""
"1994","Armenia","Total","Age in completed years","Number",":",""
"1994","Austria","Total","Age in completed years","Number","1.46511",""
"1994","Azerbaijan","Total","Age in completed years","Number",":",""
"1994","Belgium","Total","Age in completed years","Number","1.56012",""
"1994","Bulgaria","Total","Age in completed years","Number","1.36587",""
"1994","Belarus","Total","Age in completed years","Number",":",""
"1994","Switzerland","Total","Age in completed years","Number","1.48935",""
"1994","Cyprus","Total","Age in completed years","Number","2.16749",""
"1994","Czechia","Total","Age in completed years","Number","1.43835",""
"1994","Germany including former GDR","Total","Age in completed years","Number",":",""
"1994","Denmark","Total","Age in completed years","Number","1.80562",""
"1994","Estonia","Total","Age in completed years","Number","1.41926",""
"1994","Greece","Total","Age in completed years","Number","1.32644",""
"1994","Spain","Total","Age in completed years","Number","1.19047",""
"1994","Finland","Total","Age in completed years","Number","1.84660",""
"1994","France","Total","Age in completed years","Number",":",""
"1994","Georgia","Total","Age in completed years","Number",":",""
"1994","Croatia","Total","Age in completed years","Number",":",""
"1994","Hungary","Total","Age in completed years","Number","1.63921",""
"1994","Ireland","Total","Age in completed years","Number","1.84644",""
"1994","Iceland","Total","Age in completed years","Number","2.14256",""
"1994","Italy","Total","Age in completed years","Number","1.21064",""
"1994","Liechtenstein","Total","Age in completed years","Number",":",""
"1994","Lithuania","Total","Age in completed years","Number","1.57374",""
"1994","Luxembourg","Total","Age in completed years","Number","1.72015",""
"1994","Latvia","Total","Age in completed years","Number",":",""
"1994","Moldova","Total","Age in completed years","Number",":",""
"1994","Montenegro","Total","Age in completed years","Number",":",""
"1994","North Macedonia","Total","Age in completed years","Number","2.23176",""
"1994","Malta","Total","Age in completed years","Number","1.83816",""
"1994","Netherlands","Total","Age in completed years","Number","1.56960",""
"1994","Norway","Total","Age in completed years","Number","1.86548",""
"1994","Poland","Total","Age in completed years","Number","1.80875",""
"1994","Portugal","Total","Age in completed years","Number","1.44591",""
"1994","Romania","Total","Age in completed years","Number","1.40256",""
"1994","Serbia","Total","Age in completed years","Number",":",""
"1994","Russia","Total","Age in completed years","Number",":",""
"1994","Sweden","Total","Age in completed years","Number","1.88265",""
"1994","Slovenia","Total","Age in completed years","Number","1.32098",""
"1994","Slovakia","Total","Age in completed years","Number","1.66997",""
"1994","San Marino","Total","Age in completed years","Number",":",""
"1994","Turkey","Total","Age in completed years","Number",":",""
"1994","Ukraine","Total","Age in completed years","Number",":",""
"1994","United Kingdom","Total","Age in completed years","Number","1.73962",""
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1995","Andorra","Total","Age in completed years","Number",":",""
"1995","Albania","Total","Age in completed years","Number",":",""
"1995","Armenia","Total","Age in completed years","Number",":",""
"1995","Austria","Total","Age in completed years","Number","1.42314",""
"1995","Azerbaijan","Total","Age in completed years","Number",":",""
"1995","Belgium","Total","Age in completed years","Number","1.56121",""
"1995","Bulgaria","Total","Age in completed years","Number","1.22952",""
"1995","Belarus","Total","Age in completed years","Number",":",""
"1995","Switzerland","Total","Age in completed years","Number","1.47737",""
"1995","Cyprus","Total","Age in completed years","Number","2.02802",""
"1995","Czechia","Total","Age in completed years","Number","1.27804",""
"1995","Germany including former GDR","Total","Age in completed years","Number",":",""
"1995","Denmark","Total","Age in completed years","Number","1.80481",""
"1995","Estonia","Total","Age in completed years","Number","1.38022",""
"1995","Greece","Total","Age in completed years","Number","1.28349",""
"1995","Spain","Total","Age in completed years","Number","1.15530",""
"1995","Finland","Total","Age in completed years","Number","1.80688",""
"1995","France","Total","Age in completed years","Number",":",""
"1995","Georgia","Total","Age in completed years","Number",":",""
"1995","Croatia","Total","Age in completed years","Number",":",""
"1995","Hungary","Total","Age in completed years","Number","1.56880",""
"1995","Ireland","Total","Age in completed years","Number","1.84362",""
"1995","Iceland","Total","Age in completed years","Number","2.07900",""
"1995","Italy","Total","Age in completed years","Number","1.19215",""
"1995","Liechtenstein","Total","Age in completed years","Number",":",""
"1995","Lithuania","Total","Age in completed years","Number","1.55114",""
"1995","Luxembourg","Total","Age in completed years","Number","1.69519",""
"1995","Latvia","Total","Age in completed years","Number",":",""
"1995","Moldova","Total","Age in completed years","Number",":",""
"1995","Montenegro","Total","Age in completed years","Number",":",""
"1995","North Macedonia","Total","Age in completed years","Number","2.13006",""
"1995","Malta","Total","Age in completed years","Number","1.77238",""
"1995","Netherlands","Total","Age in completed years","Number","1.53167",""
"1995","Norway","Total","Age in completed years","Number","1.86889",""
"1995","Poland","Total","Age in completed years","Number","1.61914",""
"1995","Portugal","Total","Age in completed years","Number","1.40988",""
"1995","Romania","Total","Age in completed years","Number","1.33491",""
"1995","Serbia","Total","Age in completed years","Number",":",""
"1995","Russia","Total","Age in completed years","Number",":",""
"1995","Sweden","Total","Age in completed years","Number","1.73046",""
"1995","Slovenia","Total","Age in completed years","Number","1.29198",""
"1995","Slovakia","Total","Age in completed years","Number","1.52340",""
"1995","San Marino","Total","Age in completed years","Number",":",""
"1995","Turkey","Total","Age in completed years","Number",":",""
"1995","Ukraine","Total","Age in completed years","Number",":",""
"1995","United Kingdom","Total","Age in completed years","Number","1.70785",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1996","Andorra","Total","Age in completed years","Number",":",""
"1996","Albania","Total","Age in completed years","Number",":",""
"1996","Armenia","Total","Age in completed years","Number",":",""
"1996","Austria","Total","Age in completed years","Number","1.44533",""
"1996","Azerbaijan","Total","Age in completed years","Number",":",""
"1996","Belgium","Total","Age in completed years","Number","1.59121",""
"1996","Bulgaria","Total","Age in completed years","Number","1.22959",""
"1996","Belarus","Total","Age in completed years","Number",":",""
"1996","Switzerland","Total","Age in completed years","Number","1.50237",""
"1996","Cyprus","Total","Age in completed years","Number","1.95489",""
"1996","Czechia","Total","Age in completed years","Number","1.18489",""
"1996","Germany including former GDR","Total","Age in completed years","Number",":",""
"1996","Denmark","Total","Age in completed years","Number","1.74759",""
"1996","Estonia","Total","Age in completed years","Number","1.37246",""
"1996","Greece","Total","Age in completed years","Number","1.26140",""
"1996","Spain","Total","Age in completed years","Number","1.14053",""
"1996","Finland","Total","Age in completed years","Number","1.77677",""
"1996","France","Total","Age in completed years","Number",":",""
"1996","Georgia","Total","Age in completed years","Number",":",""
"1996","Croatia","Total","Age in completed years","Number",":",""
"1996","Hungary","Total","Age in completed years","Number","1.45591",""
"1996","Ireland","Total","Age in completed years","Number","1.88385",""
"1996","Iceland","Total","Age in completed years","Number","2.11949",""
"1996","Italy","Total","Age in completed years","Number","1.19727",""
"1996","Liechtenstein","Total","Age in completed years","Number",":",""
"1996","Lithuania","Total","Age in completed years","Number","1.49356",""
"1996","Luxembourg","Total","Age in completed years","Number","1.76864",""
"1996","Latvia","Total","Age in completed years","Number",":",""
"1996","Moldova","Total","Age in completed years","Number",":",""
"1996","Montenegro","Total","Age in completed years","Number",":",""
"1996","North Macedonia","Total","Age in completed years","Number","2.06649",""
"1996","Malta","Total","Age in completed years","Number","1.98604",""
"1996","Netherlands","Total","Age in completed years","Number","1.52906",""
"1996","Norway","Total","Age in completed years","Number","1.88910",""
"1996","Poland","Total","Age in completed years","Number","1.58719",""
"1996","Portugal","Total","Age in completed years","Number","1.44401",""
"1996","Romania","Total","Age in completed years","Number","1.29563",""
"1996","Serbia","Total","Age in completed years","Number",":",""
"1996","Russia","Total","Age in completed years","Number",":",""
"1996","Sweden","Total","Age in completed years","Number","1.59857",""
"1996","Slovenia","Total","Age in completed years","Number","1.28443",""
"1996","Slovakia","Total","Age in completed years","Number","1.47096",""
"1996","San Marino","Total","Age in completed years","Number",":",""
"1996","Turkey","Total","Age in completed years","Number",":",""
"1996","Ukraine","Total","Age in completed years","Number",":",""
"1996","United Kingdom","Total","Age in completed years","Number","1.72601",""
"1996","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1997","Andorra","Total","Age in completed years","Number",":",""
"1997","Albania","Total","Age in completed years","Number",":",""
"1997","Armenia","Total","Age in completed years","Number",":",""
"1997","Austria","Total","Age in completed years","Number","1.39192",""
"1997","Azerbaijan","Total","Age in completed years","Number",":",""
"1997","Belgium","Total","Age in completed years","Number","1.60485",""
"1997","Bulgaria","Total","Age in completed years","Number","1.09012",""
"1997","Belarus","Total","Age in completed years","Number",":",""
"1997","Switzerland","Total","Age in completed years","Number","1.47787",""
"1997","Cyprus","Total","Age in completed years","Number","1.85999",""
"1997","Czechia","Total","Age in completed years","Number","1.17219",""
"1997","Germany including former GDR","Total","Age in completed years","Number",":",""
"1997","Denmark","Total","Age in completed years","Number","1.75225",""
"1997","Estonia","Total","Age in completed years","Number","1.31666",""
"1997","Greece","Total","Age in completed years","Number","1.26569",""
"1997","Spain","Total","Age in completed years","Number","1.15008",""
"1997","Finland","Total","Age in completed years","Number","1.74610",""
"1997","France","Total","Age in completed years","Number",":",""
"1997","Georgia","Total","Age in completed years","Number",":",""
"1997","Croatia","Total","Age in completed years","Number",":",""
"1997","Hungary","Total","Age in completed years","Number","1.37484",""
"1997","Ireland","Total","Age in completed years","Number","1.93320",""
"1997","Iceland","Total","Age in completed years","Number","2.03735",""
"1997","Italy","Total","Age in completed years","Number","1.21287",""
"1997","Liechtenstein","Total","Age in completed years","Number",":",""
"1997","Lithuania","Total","Age in completed years","Number","1.46738",""
"1997","Luxembourg","Total","Age in completed years","Number","1.71430",""
"1997","Latvia","Total","Age in completed years","Number",":",""
"1997","Moldova","Total","Age in completed years","Number",":",""
"1997","Montenegro","Total","Age in completed years","Number",":",""
"1997","North Macedonia","Total","Age in completed years","Number","1.92600",""
"1997","Malta","Total","Age in completed years","Number","1.93257",""
"1997","Netherlands","Total","Age in completed years","Number","1.56237",""
"1997","Norway","Total","Age in completed years","Number","1.85692",""
"1997","Poland","Total","Age in completed years","Number","1.51422",""
"1997","Portugal","Total","Age in completed years","Number","1.47292",""
"1997","Romania","Total","Age in completed years","Number","1.31866",""
"1997","Serbia","Total","Age in completed years","Number",":",""
"1997","Russia","Total","Age in completed years","Number",":",""
"1997","Sweden","Total","Age in completed years","Number","1.52463",""
"1997","Slovenia","Total","Age in completed years","Number","1.24931",""
"1997","Slovakia","Total","Age in completed years","Number","1.42781",""
"1997","San Marino","Total","Age in completed years","Number",":",""
"1997","Turkey","Total","Age in completed years","Number",":",""
"1997","Ukraine","Total","Age in completed years","Number",":",""
"1997","United Kingdom","Total","Age in completed years","Number","1.72440",""
"1997","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1998","Andorra","Total","Age in completed years","Number",":",""
"1998","Albania","Total","Age in completed years","Number",":",""
"1998","Armenia","Total","Age in completed years","Number",":",""
"1998","Austria","Total","Age in completed years","Number","1.36942",""
"1998","Azerbaijan","Total","Age in completed years","Number",":",""
"1998","Belgium","Total","Age in completed years","Number","1.59654",""
"1998","Bulgaria","Total","Age in completed years","Number","1.11167",""
"1998","Belarus","Total","Age in completed years","Number",":",""
"1998","Switzerland","Total","Age in completed years","Number","1.46995",""
"1998","Cyprus","Total","Age in completed years","Number","1.76189",""
"1998","Czechia","Total","Age in completed years","Number","1.15637",""
"1998","Germany including former GDR","Total","Age in completed years","Number",":",""
"1998","Denmark","Total","Age in completed years","Number","1.72238",""
"1998","Estonia","Total","Age in completed years","Number","1.28394",""
"1998","Greece","Total","Age in completed years","Number","1.23899",""
"1998","Spain","Total","Age in completed years","Number","1.12907",""
"1998","Finland","Total","Age in completed years","Number","1.70032",""
"1998","France","Total","Age in completed years","Number","1.77945",""
"1998","Georgia","Total","Age in completed years","Number",":",""
"1998","Croatia","Total","Age in completed years","Number",":",""
"1998","Hungary","Total","Age in completed years","Number","1.32415",""
"1998","Ireland","Total","Age in completed years","Number","1.94046",""
"1998","Iceland","Total","Age in completed years","Number","2.04656",""
"1998","Italy","Total","Age in completed years","Number","1.21359",""
"1998","Liechtenstein","Total","Age in completed years","Number",":",""
"1998","Lithuania","Total","Age in completed years","Number","1.45877",""
"1998","Luxembourg","Total","Age in completed years","Number","1.68040",""
"1998","Latvia","Total","Age in completed years","Number",":",""
"1998","Moldova","Total","Age in completed years","Number",":",""
"1998","Montenegro","Total","Age in completed years","Number",":",""
"1998","North Macedonia","Total","Age in completed years","Number","1.90063",""
"1998","Malta","Total","Age in completed years","Number","1.84198",""
"1998","Netherlands","Total","Age in completed years","Number","1.62806",""
"1998","Norway","Total","Age in completed years","Number","1.81368",""
"1998","Poland","Total","Age in completed years","Number","1.43560",""
"1998","Portugal","Total","Age in completed years","Number","1.47375",""
"1998","Romania","Total","Age in completed years","Number","1.31625",""
"1998","Serbia","Total","Age in completed years","Number",":",""
"1998","Russia","Total","Age in completed years","Number",":",""
"1998","Sweden","Total","Age in completed years","Number","1.50481",""
"1998","Slovenia","Total","Age in completed years","Number","1.23398",""
"1998","Slovakia","Total","Age in completed years","Number","1.37457",""
"1998","San Marino","Total","Age in completed years","Number",":",""
"1998","Turkey","Total","Age in completed years","Number",":",""
"1998","Ukraine","Total","Age in completed years","Number",":",""
"1998","United Kingdom","Total","Age in completed years","Number","1.71351",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"1999","Andorra","Total","Age in completed years","Number",":",""
"1999","Albania","Total","Age in completed years","Number",":",""
"1999","Armenia","Total","Age in completed years","Number",":",""
"1999","Austria","Total","Age in completed years","Number","1.33952",""
"1999","Azerbaijan","Total","Age in completed years","Number",":",""
"1999","Belgium","Total","Age in completed years","Number","1.61555",""
"1999","Bulgaria","Total","Age in completed years","Number","1.23218",""
"1999","Belarus","Total","Age in completed years","Number",":",""
"1999","Switzerland","Total","Age in completed years","Number","1.48167",""
"1999","Cyprus","Total","Age in completed years","Number","1.66986",""
"1999","Czechia","Total","Age in completed years","Number","1.13242",""
"1999","Germany including former GDR","Total","Age in completed years","Number",":",""
"1999","Denmark","Total","Age in completed years","Number","1.73400",""
"1999","Estonia","Total","Age in completed years","Number","1.30079",""
"1999","Greece","Total","Age in completed years","Number","1.22843",""
"1999","Spain","Total","Age in completed years","Number","1.16783",""
"1999","Finland","Total","Age in completed years","Number","1.73455",""
"1999","France","Total","Age in completed years","Number","1.80899",""
"1999","Georgia","Total","Age in completed years","Number",":",""
"1999","Croatia","Total","Age in completed years","Number",":",""
"1999","Hungary","Total","Age in completed years","Number","1.28184",""
"1999","Ireland","Total","Age in completed years","Number","1.89966",""
"1999","Iceland","Total","Age in completed years","Number","1.99356",""
"1999","Italy","Total","Age in completed years","Number","1.23308",""
"1999","Liechtenstein","Total","Age in completed years","Number",":",""
"1999","Lithuania","Total","Age in completed years","Number","1.45994",""
"1999","Luxembourg","Total","Age in completed years","Number","1.74132",""
"1999","Latvia","Total","Age in completed years","Number",":",""
"1999","Moldova","Total","Age in completed years","Number",":",""
"1999","Montenegro","Total","Age in completed years","Number",":",""
"1999","North Macedonia","Total","Age in completed years","Number","1.76356",""
"1999","Malta","Total","Age in completed years","Number","1.72910",""
"1999","Netherlands","Total","Age in completed years","Number","1.65188",""
"1999","Norway","Total","Age in completed years","Number","1.84514",""
"1999","Poland","Total","Age in completed years","Number","1.36897",""
"1999","Portugal","Total","Age in completed years","Number","1.50214",""
"1999","Romania","Total","Age in completed years","Number","1.30152",""
"1999","Serbia","Total","Age in completed years","Number",":",""
"1999","Russia","Total","Age in completed years","Number",":",""
"1999","Sweden","Total","Age in completed years","Number","1.49840",""
"1999","Slovenia","Total","Age in completed years","Number","1.21337",""
"1999","Slovakia","Total","Age in completed years","Number","1.32960",""
"1999","San Marino","Total","Age in completed years","Number",":",""
"1999","Turkey","Total","Age in completed years","Number",":",""
"1999","Ukraine","Total","Age in completed years","Number",":",""
"1999","United Kingdom","Total","Age in completed years","Number","1.68427",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Age in completed years","Number",":",""
"2000","Andorra","Total","Age in completed years","Number",":",""
"2000","Albania","Total","Age in completed years","Number",":",""
"2000","Armenia","Total","Age in completed years","Number",":",""
"2000","Austria","Total","Age in completed years","Number","1.36353",""
"2000","Azerbaijan","Total","Age in completed years","Number",":",""
"2000","Belgium","Total","Age in completed years","Number","1.66658",""
"2000","Bulgaria","Total","Age in completed years","Number","1.26140",""
"2000","Belarus","Total","Age in completed years","Number",":",""
"2000","Switzerland","Total","Age in completed years","Number","1.49638",""
"2000","Cyprus","Total","Age in completed years","Number","1.64152",""
"2000","Czechia","Total","Age in completed years","Number","1.14722",""
"2000","Germany including former GDR","Total","Age in completed years","Number","1.38003",""
"2000","Denmark","Total","Age in completed years","Number","1.77031",""
"2000","Estonia","Total","Age in completed years","Number","1.35519",""
